Production Order ID;Machine ID;Material;Machine Status;Temperature;Timestamp
20356;1;Super-X Buggy Champ;OK;23.6;2015-01-01 09:00:00 UTC
20355;2;Super-X Buggy Champ;OK;47.3;2015-01-01 09:00:00 UTC
20354;3;Super-X Buggy Champ;Problematic;99.8;2015-01-01 09:00:00 UTC
20353;4;Super-X Buggy Champ;OK;7.9;2015-01-01 09:00:00 UTC
20352;5;Super-X Buggy Champ;OK;32.1;2015-01-01 09:00:00 UTC
20351;6;Super-X Buggy Champ;OK;14.7;2015-01-01 09:00:00 UTC
20350;7;Super-X Buggy Champ;OK;5.7;2015-01-01 09:00:00 UTC
20349;8;Super-X Buggy Champ;OK;49.3;2015-01-01 09:00:00 UTC
20348;9;Super-X Buggy Champ;Problematic;27.2;2015-01-01 09:00:00 UTC
20347;10;Super-X Buggy Champ;Problematic;58.0;2015-01-01 09:00:00 UTC
20346;11;Super-X Buggy Champ;OK;28.3;2015-01-01 09:00:00 UTC
20345;12;Super-X Buggy Champ;OK;50.6;2015-01-01 09:00:00 UTC
20344;13;Super-X Buggy Champ;OK;50.9;2015-01-01 09:00:00 UTC
20343;14;Super-X Buggy Champ;OK;47.5;2015-01-01 09:00:00 UTC
20342;15;Super-X Buggy Champ;OK;50.5;2015-01-01 09:00:00 UTC
20341;16;Super-X Buggy Champ;OK;47.8;2015-01-01 09:00:00 UTC
20340;17;Super-X Buggy Champ;OK;52.8;2015-01-01 09:00:00 UTC
20339;18;Super-X Buggy Champ;OK;41.6;2015-01-01 09:00:00 UTC
20338;19;Super-X Buggy Champ;OK;41.5;2015-01-01 09:00:00 UTC
20337;20;Super-X Buggy Champ;OK;60.1;2015-01-01 09:00:00 UTC
20336;21;Super-X Buggy Champ;OK;35.1;2015-01-01 09:00:00 UTC
20335;22;Super-X Buggy Champ;Problematic;117.4;2015-01-01 09:00:00 UTC
20334;23;Super-X Buggy Champ;Problematic;65.2;2015-01-01 09:00:00 UTC
20333;24;Super-X Buggy Champ;OK;57.4;2015-01-01 09:00:00 UTC
20332;25;Super-X Buggy Champ;OK;56.6;2015-01-01 09:00:00 UTC
20331;26;Super-X Buggy Champ;OK;6.8;2015-01-01 09:00:00 UTC
20330;27;Super-X Buggy Champ;OK;24.7;2015-01-01 09:00:00 UTC
20329;28;Super-X Buggy Champ;OK;63.8;2015-01-01 09:00:00 UTC
20328;29;Super-X Buggy Champ;OK;36.9;2015-01-01 09:00:00 UTC
20327;30;Super-X Buggy Champ;OK;54.8;2015-01-01 09:00:00 UTC
20326;31;Super-X Buggy Champ;Problematic;101.2;2015-01-01 09:00:00 UTC
20325;32;Offroad Autobody;OK;29.5;2015-01-01 09:00:00 UTC
20324;33;Offroad Autobody;OK;31.8;2015-01-01 09:00:00 UTC
20323;34;Offroad Autobody;OK;26.8;2015-01-01 09:00:00 UTC
20322;35;BIPM Experts Autobody;OK;43.1;2015-01-01 09:00:00 UTC
20321;36;BIPM Experts Autobody;OK;28.0;2015-01-01 09:00:00 UTC
20320;37;BIPM Experts Autobody;OK;61.3;2015-01-01 09:00:00 UTC
20319;38;BIPM Experts Autobody;OK;11.3;2015-01-01 09:00:00 UTC
20318;39;BIPM Experts Autobody;OK;54.9;2015-01-01 09:00:00 UTC
20317;40;BIPM Experts Autobody;OK;26.3;2015-01-01 09:00:00 UTC
20316;41;Booster Beast Autobody;OK;43.6;2015-01-01 09:00:00 UTC
20315;42;Booster Beast Autobody;OK;13.5;2015-01-01 09:00:00 UTC
20314;43;Booster Beast Autobody;OK;16.1;2015-01-01 09:00:00 UTC
20313;44;Booster Beast Autobody;OK;21.7;2015-01-01 09:00:00 UTC
20312;45;Booster Beast Autobody;OK;11.8;2015-01-01 09:00:00 UTC
20311;46;Booster Beast Autobody;OK;32.1;2015-01-01 09:00:00 UTC
20310;47;Booster Beast Autobody;OK;63.6;2015-01-01 09:00:00 UTC
20309;48;Booster Beast Autobody;Problematic;61.8;2015-01-01 09:00:00 UTC
20308;49;Booster Beast Autobody;OK;48.6;2015-01-01 09:00:00 UTC
20307;50;Booster Beast Autobody;OK;50.7;2015-01-01 09:00:00 UTC
20406;1;Super-X Booster Beast;Problematic;105.8;2015-01-02 09:00:00 UTC
20405;2;Super-X Booster Beast;OK;57.2;2015-01-02 09:00:00 UTC
20404;3;Super-X Booster Beast;OK;40.9;2015-01-02 09:00:00 UTC
20403;4;Super-X Booster Beast;OK;60.1;2015-01-02 09:00:00 UTC
20402;5;Super-X Booster Beast;OK;5.7;2015-01-02 09:00:00 UTC
20401;6;Super-X Booster Beast;OK;13.0;2015-01-02 09:00:00 UTC
20400;7;Super-X Booster Beast;Problematic;117.2;2015-01-02 09:00:00 UTC
20399;8;Super-X Booster Beast;OK;50.0;2015-01-02 09:00:00 UTC
20398;9;Super-X Booster Beast;OK;42.9;2015-01-02 09:00:00 UTC
20397;10;Super-X Booster Beast;OK;22.4;2015-01-02 09:00:00 UTC
20396;11;Super-X Booster Beast;OK;46.0;2015-01-02 09:00:00 UTC
20395;12;Super-X Booster Beast;OK;47.8;2015-01-02 09:00:00 UTC
20394;13;Super-X Booster Beast;OK;64.1;2015-01-02 09:00:00 UTC
20393;14;Super-X Booster Beast;Problematic;114.4;2015-01-02 09:00:00 UTC
20392;15;Super-X Booster Beast;Problematic;21.2;2015-01-02 09:00:00 UTC
20391;16;Super-X Booster Beast;OK;14.2;2015-01-02 09:00:00 UTC
20390;17;Super-X Booster Beast;OK;56.8;2015-01-02 09:00:00 UTC
20389;18;Super-X Booster Beast;OK;12.6;2015-01-02 09:00:00 UTC
20388;19;Super-X Booster Beast;OK;43.0;2015-01-02 09:00:00 UTC
20387;20;Super-X Booster Beast;OK;25.0;2015-01-02 09:00:00 UTC
20386;21;Super-X Booster Beast;OK;32.8;2015-01-02 09:00:00 UTC
20385;22;Super-X Booster Beast;OK;44.1;2015-01-02 09:00:00 UTC
20384;23;Super-X Booster Beast;OK;8.5;2015-01-02 09:00:00 UTC
20383;24;Super-X Booster Beast;OK;55.0;2015-01-02 09:00:00 UTC
20382;25;Super-X Booster Beast;OK;43.6;2015-01-02 09:00:00 UTC
20381;26;Super-X Booster Beast;OK;57.4;2015-01-02 09:00:00 UTC
20380;27;Super-X Booster Beast;Problematic;89.4;2015-01-02 09:00:00 UTC
20379;28;Super-X Monster Truck;OK;64.5;2015-01-02 09:00:00 UTC
