Production Order ID;Machine ID;Material;Machine Status;Temperature;Timestamp
3462;10;Drive Unit 12V;OK;33.3;2011-01-25 12:02:46 UTC
3461;11;Drive Unit 12V;OK;60.6;2011-01-25 12:02:46 UTC
3460;12;Drive Unit 12V;OK;33.3;2011-01-25 12:02:46 UTC
3459;13;Drive Unit 12V;OK;22.9;2011-01-25 12:02:46 UTC
3458;14;Drive Unit 12V;OK;20.0;2011-01-25 12:02:46 UTC
3457;15;Drive Unit 12V;OK;61.4;2011-01-25 12:02:46 UTC
3456;16;Drive Unit 12V;OK;50.7;2011-01-25 12:02:46 UTC
3455;17;Drive Unit 12V;Problematic;126.2;2011-01-25 12:02:46 UTC
3454;18;Drive Unit 12V;OK;7.7;2011-01-25 12:02:46 UTC
3453;19;Drive Unit 12V;Problematic;77.0;2011-01-25 12:02:46 UTC
3452;20;Drive Unit 12V;OK;47.6;2011-01-25 12:02:46 UTC
3451;21;Drive Unit 12V;OK;20.9;2011-01-25 12:02:46 UTC
3450;22;Drive Unit 12V;OK;16.2;2011-01-25 12:02:46 UTC
3449;23;Drive Unit 12V;OK;55.0;2011-01-25 12:02:46 UTC
3448;24;Drive Unit 12V;OK;57.0;2011-01-25 12:02:46 UTC
3447;25;Drive Unit 12V;OK;58.7;2011-01-25 12:02:46 UTC
3446;26;Drive Unit 12V;OK;25.7;2011-01-25 12:02:46 UTC
3445;27;Drive Unit 12V;OK;59.8;2011-01-25 12:02:46 UTC
3444;28;Drive Unit 12V;OK;62.3;2011-01-25 12:02:46 UTC
3443;29;Drive Unit 12V;OK;43.9;2011-01-25 12:02:46 UTC
3442;30;Drive Unit 12V;OK;58.1;2011-01-25 12:02:46 UTC
3441;31;Drive Unit 12V;OK;58.3;2011-01-25 12:02:46 UTC
3440;32;Drive Unit 12V;OK;29.5;2011-01-25 12:02:46 UTC
3439;33;Drive Unit 12V;OK;32.8;2011-01-25 12:02:46 UTC
3438;34;Drive Unit 12V;OK;7.9;2011-01-25 12:02:46 UTC
3437;35;Drive Unit 12V;OK;55.4;2011-01-25 12:02:46 UTC
3436;36;Drive Unit 12V;OK;8.2;2011-01-25 12:02:46 UTC
3435;37;Drive Unit 12V;OK;9.3;2011-01-25 12:02:46 UTC
3434;38;Drive Unit 12V;OK;16.0;2011-01-25 12:02:46 UTC
3433;39;Drive Unit 12V;Problematic;51.4;2011-01-25 12:02:46 UTC
3432;40;Drive Unit 12V;Problematic;58.4;2011-01-25 12:02:46 UTC
3431;41;Drive Unit 12V;OK;29.9;2011-01-25 12:02:46 UTC
3430;42;Drive Unit 12V;OK;63.2;2011-01-25 12:02:46 UTC
3429;43;Drive Unit 12V;OK;57.0;2011-01-25 12:02:46 UTC
3428;44;Drive Unit 12V;OK;54.9;2011-01-25 12:02:46 UTC
3427;45;Drive Unit 12V;Problematic;138.2;2011-01-25 12:02:46 UTC
3426;46;Drive Unit 12V;OK;64.6;2011-01-25 12:02:46 UTC
3425;47;Drive Unit 12V;Problematic;97.6;2011-01-25 12:02:46 UTC
3424;48;Drive Unit 12V;OK;22.8;2011-01-25 12:02:46 UTC
3423;49;Drive Unit 12V;OK;15.5;2011-01-25 12:02:46 UTC
3422;50;Drive Unit 12V;OK;42.0;2011-01-25 12:02:46 UTC
3421;101;Underbody;OK;64.5;2011-01-25 12:02:46 UTC
3420;102;Underbody;OK;25.3;2011-01-25 12:02:46 UTC
3419;103;Underbody;OK;30.4;2011-01-25 12:02:46 UTC
3418;104;Underbody;OK;60.2;2011-01-25 12:02:46 UTC
3417;105;Underbody;OK;6.6;2011-01-25 12:02:46 UTC
3416;106;Underbody;OK;11.9;2011-01-25 12:02:46 UTC
3415;107;Underbody;OK;30.8;2011-01-25 12:02:46 UTC
3414;108;Underbody;OK;35.4;2011-01-25 12:02:46 UTC
3413;109;Underbody;Problematic;21.2;2011-01-25 12:02:46 UTC
3412;110;Side Panel;OK;61.5;2011-01-25 12:02:46 UTC
3411;111;Side Panel;OK;41.5;2011-01-25 12:02:46 UTC
3410;112;Side Panel;OK;13.0;2011-01-25 12:02:46 UTC
3409;113;Side Panel;OK;6.4;2011-01-25 12:02:46 UTC
