Production Order ID;Machine ID;Material;Machine Status;Temperature;Timestamp
7007;1;Super-X Monster Truck;OK;8.7;2012-01-02 09:00:00 UTC
7006;2;Super-X Monster Truck;OK;53.0;2012-01-02 09:00:00 UTC
7005;3;Super-X Monster Truck;OK;55.2;2012-01-02 09:00:00 UTC
7004;4;Super-X Monster Truck;OK;44.2;2012-01-02 09:00:00 UTC
7003;5;Super-X Buggy Champ;OK;59.0;2012-01-02 09:00:00 UTC
7002;6;Super-X Buggy Champ;OK;37.8;2012-01-02 09:00:00 UTC
7001;7;Super-X Buggy Champ;OK;54.0;2012-01-02 09:00:00 UTC
7000;8;Super-X Buggy Champ;OK;41.8;2012-01-02 09:00:00 UTC
6999;9;Super-X Buggy Champ;OK;10.8;2012-01-02 09:00:00 UTC
6998;10;Super-X Buggy Champ;OK;17.5;2012-01-02 09:00:00 UTC
6997;11;Super-X Buggy Champ;OK;43.8;2012-01-02 09:00:00 UTC
6996;12;Super-X Buggy Champ;OK;24.6;2012-01-02 09:00:00 UTC
6995;13;Super-X Buggy Champ;Problematic;24.0;2012-01-02 09:00:00 UTC
6994;14;Super-X Buggy Champ;OK;33.3;2012-01-02 09:00:00 UTC
6993;15;Super-X Buggy Champ;OK;24.4;2012-01-02 09:00:00 UTC
6992;16;Super-X Buggy Champ;OK;63.8;2012-01-02 09:00:00 UTC
6991;17;Super-X Buggy Champ;OK;12.7;2012-01-02 09:00:00 UTC
6990;18;Super-X Buggy Champ;OK;31.9;2012-01-02 09:00:00 UTC
6989;19;Super-X Buggy Champ;OK;37.1;2012-01-02 09:00:00 UTC
6988;20;Super-X Buggy Champ;OK;38.0;2012-01-02 09:00:00 UTC
6987;21;Super-X Buggy Champ;OK;43.5;2012-01-02 09:00:00 UTC
6986;22;Super-X Buggy Champ;OK;45.5;2012-01-02 09:00:00 UTC
6985;23;Super-X Buggy Champ;OK;50.7;2012-01-02 09:00:00 UTC
6984;24;Super-X Buggy Champ;OK;53.9;2012-01-02 09:00:00 UTC
6983;25;Super-X Buggy Champ;OK;40.4;2012-01-02 09:00:00 UTC
6982;26;Super-X Buggy Champ;OK;50.6;2012-01-02 09:00:00 UTC
6981;27;Super-X Buggy Champ;OK;31.8;2012-01-02 09:00:00 UTC
