Production Order ID;Machine ID;Material;Machine Status;Temperature;Timestamp
60;26;Drive Unit 12V;OK;48.1;2010-01-26 12:56:16 UTC
59;27;Drive Unit 12V;OK;9.2;2010-01-26 12:56:16 UTC
58;28;Drive Unit 12V;OK;23.2;2010-01-26 12:56:16 UTC
57;29;Drive Unit 12V;OK;27.6;2010-01-26 12:56:16 UTC
56;30;Drive Unit 12V;OK;10.4;2010-01-26 12:56:16 UTC
55;31;Drive Unit 12V;OK;44.2;2010-01-26 12:56:16 UTC
54;32;Drive Unit 12V;OK;63.8;2010-01-26 12:56:16 UTC
53;33;Drive Unit 12V;OK;7.7;2010-01-26 12:56:16 UTC
52;34;Drive Unit 12V;OK;52.6;2010-01-26 12:56:16 UTC
51;35;Drive Unit 12V;OK;11.9;2010-01-26 12:56:16 UTC
50;36;Drive Unit 12V;Problematic;87.6;2010-01-26 12:56:16 UTC
49;37;Drive Unit 12V;OK;6.9;2010-01-26 12:56:16 UTC
48;38;Drive Unit 12V;OK;12.0;2010-01-26 12:56:16 UTC
47;39;Drive Unit 12V;OK;21.2;2010-01-26 12:56:16 UTC
46;40;Drive Unit 12V;OK;49.3;2010-01-26 12:56:16 UTC
45;41;Drive Unit 12V;OK;45.0;2010-01-26 12:56:16 UTC
44;42;Drive Unit 12V;OK;44.0;2010-01-26 12:56:16 UTC
43;43;Drive Unit 12V;Problematic;95.8;2010-01-26 12:56:16 UTC
42;44;Drive Unit 12V;OK;7.9;2010-01-26 12:56:16 UTC
41;45;Drive Unit 12V;OK;25.7;2010-01-26 12:56:16 UTC
40;46;Drive Unit 12V;Problematic;24.4;2010-01-26 12:56:16 UTC
39;47;Drive Unit 12V;OK;56.0;2010-01-26 12:56:16 UTC
38;48;Drive Unit 12V;OK;18.3;2010-01-26 12:56:16 UTC
37;49;Drive Unit 12V;OK;5.1;2010-01-26 12:56:16 UTC
36;50;Drive Unit 12V;OK;35.2;2010-01-26 12:56:16 UTC
35;116;Underbody;OK;38.6;2010-01-26 12:56:16 UTC
34;117;Underbody;OK;61.1;2010-01-26 12:56:16 UTC
33;118;Underbody;OK;22.5;2010-01-26 12:56:16 UTC
32;119;Underbody;OK;14.1;2010-01-26 12:56:16 UTC
31;120;Underbody;OK;19.1;2010-01-26 12:56:16 UTC
30;121;Underbody;Problematic;93.2;2010-01-26 12:56:16 UTC
29;122;Underbody;OK;27.3;2010-01-26 12:56:16 UTC
28;123;Underbody;OK;13.1;2010-01-26 12:56:16 UTC
27;124;Underbody;OK;31.6;2010-01-26 12:56:16 UTC
26;125;Side Panel;OK;51.7;2010-01-26 12:56:16 UTC
25;126;Side Panel;OK;34.6;2010-01-26 12:56:16 UTC
24;127;Side Panel;OK;63.2;2010-01-26 12:56:16 UTC
23;128;Side Panel;OK;38.2;2010-01-26 12:56:16 UTC
22;129;Side Panel;OK;38.8;2010-01-26 12:56:16 UTC
21;130;Side Panel;OK;59.9;2010-01-26 12:56:16 UTC
20;131;Side Panel;OK;9.1;2010-01-26 12:56:16 UTC
19;132;Side Panel;OK;38.7;2010-01-26 12:56:16 UTC
18;133;Side Panel;OK;29.0;2010-01-26 12:56:16 UTC
17;134;Side Panel;OK;31.6;2010-01-26 12:56:16 UTC
16;135;Side Panel;OK;33.9;2010-01-26 12:56:16 UTC
15;136;Side Panel;OK;55.3;2010-01-26 12:56:16 UTC
14;137;Side Panel;OK;58.5;2010-01-26 12:56:16 UTC
13;138;Side Panel;Problematic;48.2;2010-01-26 12:56:16 UTC
12;139;Side Panel;OK;17.4;2010-01-26 12:56:16 UTC
11;140;Side Panel;OK;61.0;2010-01-26 12:56:16 UTC
10;141;Side Panel;OK;50.6;2010-01-26 12:56:16 UTC
9;142;Roof;OK;53.4;2010-01-26 12:56:16 UTC
8;143;Roof;OK;17.1;2010-01-26 12:56:16 UTC
7;144;Roof;OK;20.9;2010-01-26 12:56:16 UTC
6;145;Roof;OK;5.7;2010-01-26 12:56:16 UTC
5;146;Roof;OK;23.1;2010-01-26 12:56:16 UTC
4;147;Roof;OK;47.4;2010-01-26 12:56:16 UTC
3;148;Roof;OK;47.2;2010-01-26 12:56:16 UTC
2;149;Roof;OK;64.9;2010-01-26 12:56:16 UTC
1;150;Roof;OK;35.6;2010-01-26 12:56:16 UTC
110;1;R/C Drive Unit 12V;Problematic;101.8;2010-01-27 09:00:00 UTC
109;2;R/C Drive Unit 12V;OK;33.4;2010-01-27 09:00:00 UTC
108;3;R/C Drive Unit 12V;OK;60.0;2010-01-27 09:00:00 UTC
107;4;R/C Drive Unit 12V;OK;30.5;2010-01-27 09:00:00 UTC
106;5;R/C Drive Unit 12V;OK;31.2;2010-01-27 09:00:00 UTC
105;6;R/C Drive Unit 12V;OK;12.2;2010-01-27 09:00:00 UTC
104;7;R/C Drive Unit 12V;OK;45.6;2010-01-27 09:00:00 UTC
103;8;R/C Drive Unit 12V;OK;34.2;2010-01-27 09:00:00 UTC
102;9;R/C Drive Unit 12V;OK;13.6;2010-01-27 09:00:00 UTC
101;10;R/C Drive Unit 12V;OK;9.7;2010-01-27 09:00:00 UTC
100;11;R/C Drive Unit 12V;OK;52.1;2010-01-27 09:00:00 UTC
99;12;R/C Drive Unit 12V;OK;44.2;2010-01-27 09:00:00 UTC
98;13;R/C Drive Unit 12V;OK;50.7;2010-01-27 09:00:00 UTC
97;14;R/C Drive Unit 12V;OK;56.5;2010-01-27 09:00:00 UTC
96;15;R/C Drive Unit 12V;OK;38.2;2010-01-27 09:00:00 UTC
95;16;R/C Drive Unit 12V;OK;12.6;2010-01-27 09:00:00 UTC
94;17;R/C Drive Unit 12V;OK;47.7;2010-01-27 09:00:00 UTC
93;18;R/C Drive Unit 12V;OK;11.1;2010-01-27 09:00:00 UTC
92;19;R/C Drive Unit 12V;OK;61.7;2010-01-27 09:00:00 UTC
91;20;R/C Drive Unit 12V;OK;33.0;2010-01-27 09:00:00 UTC
90;21;R/C Drive Unit 12V;OK;20.5;2010-01-27 09:00:00 UTC
89;22;R/C Drive Unit 12V;Problematic;103.2;2010-01-27 09:00:00 UTC
88;23;R/C Drive Unit 12V;OK;57.9;2010-01-27 09:00:00 UTC
87;24;R/C Drive Unit 12V;OK;35.3;2010-01-27 09:00:00 UTC
86;25;R/C Drive Unit 12V;Problematic;77.0;2010-01-27 09:00:00 UTC
85;26;Autobody;OK;40.0;2010-01-27 09:00:00 UTC
84;27;Autobody;OK;26.0;2010-01-27 09:00:00 UTC
83;28;Autobody;OK;17.5;2010-01-27 09:00:00 UTC
82;29;Autobody;OK;19.1;2010-01-27 09:00:00 UTC
81;30;Autobody;OK;18.4;2010-01-27 09:00:00 UTC
80;31;Autobody;OK;44.9;2010-01-27 09:00:00 UTC
79;32;Autobody;OK;43.3;2010-01-27 09:00:00 UTC
78;33;Autobody;OK;10.4;2010-01-27 09:00:00 UTC
77;34;Autobody;OK;8.7;2010-01-27 09:00:00 UTC
76;35;Autobody;OK;51.4;2010-01-27 09:00:00 UTC
75;36;Autobody;OK;49.7;2010-01-27 09:00:00 UTC
74;37;Autobody;OK;22.2;2010-01-27 09:00:00 UTC
73;38;Autobody;OK;58.7;2010-01-27 09:00:00 UTC
72;39;Autobody;OK;49.4;2010-01-27 09:00:00 UTC
71;40;Autobody;OK;48.8;2010-01-27 09:00:00 UTC
70;41;Autobody;OK;54.7;2010-01-27 09:00:00 UTC
69;42;Autobody;OK;36.9;2010-01-27 09:00:00 UTC
68;43;Autobody;OK;21.5;2010-01-27 09:00:00 UTC
67;44;Autobody;OK;11.0;2010-01-27 09:00:00 UTC
66;45;Autobody;OK;48.4;2010-01-27 09:00:00 UTC
